timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
3/5/2025 0:27:57,5622e4dced6e5a0005c80078,45-54,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$60,000 - $69,999",Very liberal,Work,Compassion,Thoughtful,"Confident, Friendly",gardening,4,"Trust, Shared experiences",Travel,when I moved to a new city as an adult,empathy,put it in the bank for now,ignore,ignore
3/5/2025 0:28:34,65f3b4e8cd6885d540297d36,45-54,Female,No Religion,White or Caucasian,High school diploma/A-levels,English,Rural,"Less than $10,000",Liberal,Hobbies,Compassion,Introverted,Friendly,Crocheting,3,"Trust, Fun",Financial stability,The birth of my first grandchild.,Trust,Pay a bill.,"like-post: post-6be7d0
ignore all other posts","like-post: post-ddbcb2
like-post: post-1718ae
like-post: post-ccb7b4
ignore all other posts"
3/5/2025 0:28:35,559c3ae1fdf99b32b55f2d33,35-44,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,"$10,000 - $19,999",Very liberal,Work,Compassion,Introverted,"Reserved, Awkward",Gaming,3,"Trust, Fun",Family,Death of a loved one,Honesty,Pay down credit card debt,ignore,ignore
3/5/2025 0:29:51,584626b7e0ba710001a47438,25-34,Male,No Religion,MIxed,High school diploma/A-levels,English,Urban,"Less than $10,000",Liberal,Relaxing by yourself,"Integrity, Compassion, Community","Introverted, Thoughtful",Reserved,Playing video games,2,"Trust, Loyalty, Emotional connection",Financial stability,I do not have anything of the sort in mind.,Companionship,Save it.,"ignore: post-3fa5ef, like: post-a02de3, share: post-9e09d3, ignore: post-c31764, ignore: post-6be7d0, ignore: post-a41a79, like: post-b50e43, ignore: post-3b6b25 , ignore: post-e7bb58","like: post-ddbcb2, share: post-1718ae, ignore: post-0e91a2, ignore: post-cca0c0, share: post-c890f0,  ignore: post-7d2e8b, ignore: post-f7530f, ignore: post-950c89, like: post-c84e51, ignore: post-29054b, like: post-735100, share: post-eda706, ignore: post-9b758b, like: post-ccb7b4, like: post-21477d, ignore: post-bd8ac4, share: post-66bc98, ignore: post-5de5ff, ignore: post-6900e8, like: post-33e715"
3/5/2025 0:29:54,607778a26ff3de83125f50c5,35-44,Male,Hinduism,Asian,Technical/community college,English,Urban,"Less than $10,000",Conservative,Relaxing by yourself,Independence,Introverted,Reserved,Sleeping,1,"Trust, Loyalty",Financial stability,Chronic illness diagnosis,Humor,Save it,Ignore,Ignore
3/5/2025 0:29:57,5ddf3a3a23f9f1eabaf02ad5,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Libertarian,Spending time with family,"Integrity, Compassion, Independence, Community","Extroverted, Thoughtful, Outgoing","Reserved, Awkward",Interior Design,2,"Trust, Emotional connection",Financial stability,Coming to Christ,Humor,Invest,"This is insanely confusing and am not sure what information I am supposed to provide here, but I would choose to ignore all of these posts.","I don't know what I'm supposed to say here, but I would ignore all these posts."
3/5/2025 0:30:19,5d982c7ef65bb80019cc6731,55-64,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$20,000 - $29,999",Liberal,Hobbies,Compassion,"Introverted, Thoughtful","Friendly, Reserved",baking,5,"Trust, Intellectual connection",Financial stability,having my children,intellect,buy groceries,like-post: post-6be7d0 ,like-post: post-0e91a2 
3/5/2025 0:30:34,663a93fe3e8d9c38e278fe5a,65-74,Female,Christianity,White or Caucasian,Technical/community college,English,Urban,"$60,000 - $69,999",Conservative,Spending time with family,Integrity,Thoughtful,"Confident, Friendly",Learning new things,5,"Trust, Intellectual connection",Family,Marrying my husband.,integrity,Spend $25 and save $75,Like 3b6b25,Comment on post c84e51 
3/5/2025 0:30:53,609ee7a707f13c414e5e87ec,45-54,Female,No Religion,White or Caucasian,Technical/community college,English,small town,"$30,000 - $39,999",Liberal,Work,"Integrity, Compassion","Introverted, Thoughtful","Reserved, Awkward",Hiking,4,"Intellectual connection, Emotional connection",Financial stability,"Experiencing the death of my grandmother, including supporting my mother through it.",empathy,pay debt,"like-post: post-6be7d0
share-post: post-6be7d0","like-post: post-ddbcb2
like-post: post-1718ae
like-post: post-0e91a2
add-note: post-29054b: this post contains misinformation (https://apnews.com/article/fact-check-wisconsin-2020-voter-turnout-689651528261)"
3/5/2025 0:31:10,6114b416d9c506518392523e,55-64,Male,Christianity,White or Caucasian,Secondary education (e.g. GED/GCSE),English,Suburban,"$10,000 - $19,999",Conservative,Spending time with family,Integrity,Extroverted,"Confident, Friendly",Geocaching ,5,"Trust, Emotional connection",Family,Son being born ,Loyalty ,Buy food ,like-post: post-123,like-post: post-123
3/5/2025 0:31:43,67a8cdbf325277d13ca51301,65-74,Male,No Religion,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$100,000 - $149,999",Very conservative,Work,"Integrity, Compassion, Community","Introverted, Thoughtful, Analytical","Friendly, Neutral",Reading literature,3,"Trust, Loyalty, Intellectual connection, Emotional connection",Family,When my daughter got married. I was so proud of the woman she had become.,Honesty,Save it,"like-post: post-3fa5ef
like-post: post-a02de3
like-post: post-9e09d3
like-post: post-6be7d0
share-post: post-6be7d0
like-post: post-a41a79
like-post: post-b50e43
like-post: post-3b6b25
like-post: post-8b9e63
add-note: post-e7bb58: This post contains may not be true. COVID-19 vaccines and boosters indeed provide protection against the Omicron variant and other strains. The information provided is therefore false","like-post: post-ddbcb2  
like-post: post-1718ae  
like-post: post-0e91a2  
like-post: post-cca0c0  
like-post: post-c890f0  
like-post: post-7d2e8b  
like-post: post-f7530f  
like-post: post-950c89  
like-post: post-c84e51  
like-post: post-735100  
comment-post: post-29054b: This post contains misinformation. Confirm from the election data
like-post: post-ccb7b4  
like-post: post-21477d  
like-post: post-bd8ac4  
like-post: post-eda706  
like-post: post-9b758b  
like-post: post-66bc98  
add-note: post-6900e8: This claim is false. Life insurance companies cannot refuse payout to customers entitled to a certain coverage
like-post: post-33e715"
3/5/2025 0:32:04,6334df27284fbe566f1b02be,18-24,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Urban,"$30,000 - $39,999",Very liberal,Work,Independence,Introverted,Reserved,basketball,1,"Loyalty, Intellectual connection, Emotional connection",Career growth,Finishing high scool,lotalty,invest,"like-post: post-a41a79
share-post: post-a02de3 
comment-post: post-3fa5efL=: this is good
add-note: post-3b6b25 : the article is bad","like-post: post-66bc98
share-post: post-6900e8 
comment-post: post-9b758b: this is so bad
add-note: post-950c89 : seems like misinfo
"
3/5/2025 0:32:10,65c10795eb626271fd142360,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Conservative,Spending time with family,Integrity,Introverted,Friendly,Golf,4,"Trust, Intellectual connection",Family,Children being born,Similar Interests,Take family to dinner,No actions taken - I don’t like or comment on social media,No action taken - I don’t like or comment on social media
3/5/2025 0:32:24,64fb7a063c124d3259221f63,18-24,Female,No Religion,Hispanic or Latino,High school diploma/A-levels,"English, Spanish",Suburban,"$70,000 - $79,999",Liberal,Spending time with family,"Integrity, Compassion, Independence","Introverted, Thoughtful, Analytical","Reserved, Awkward",Reading,3,"Trust, Intellectual connection",Personal development,College,Sincerity ,Pay for school,"share-post: post-c31764
like-post:  post-6be7d0
like-post: post-3b6b25 ","like-post: post-ddbcb2
like-post: post-1718ae
like-post: post-c84e51
comment-post: post-6900e8 : ridiculous"
3/5/2025 0:32:52,5b9dd07de671c60001226b79,25-34,Male,No Religion,White or Caucasian,Secondary education (e.g. GED/GCSE),English,Rural,"Less than $10,000",Very liberal,Hobbies,Compassion,Thoughtful,Reserved,Art,More than 5,"Fun, Intellectual connection",Personal development,The town I grew up in burnt down.,Ability to have fun,Save it,I would never interact with any of these posts.,I would never interact with any of these posts.
3/5/2025 0:33:04,571c944ee1d2ec0012a68677,55-64,Female,Spiritual but not religious,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,Rather not say,Very liberal,Managing the affairs of my household,Compassion,Analytical,Reserved,Photography,9,"Trust, Emotional connection",Financial stability,Becoming a citizen of the United States,Kindness,Spend it on groceries,"

like-post: post-c31764
like-post: post-6be7d0
add-note: post-e7bb58: this post is factually incorrect","like-post: post-ddbcb2
add-note: post-29054b: This information is not correct
like-post: post-735100 
add-note: post-6900e8: This post is misinformation"
3/5/2025 0:33:28,5befb6e27c387400016983bf,35-44,Male,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$80,000 - $89,999",Conservative,Work,Independence,"Introverted, Thoughtful, Analytical","Confident, Reserved",camping,3,"Loyalty, Emotional connection",Family,going to college,loyalty,"put it in my bank account, and then probably into savings.",like-post: post-3b6b25 ,like-post: post-6900e8 
3/5/2025 0:35:48,6759f93221773b62cc8afd53,55-64,Non-Binary,Spiritual but not religious,White or Caucasian,Technical/community college,English,Suburban,"$20,000 - $29,999",Prefer not to say,Relaxing by yourself,Integrity,Introverted,Reserved,Reading,9,"Trust, Emotional connection",Health,Swimming with dolphins,Their friendship,Probably purchase some books ,This makes zero sense,what?
3/5/2025 0:36:06,665f5ff6ca00d4b5f747cfef,65-74,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$90,000 - $99,999",Liberal,Spending time with family,Integrity,Thoughtful,Reserved,woodworking,11,"Trust, Emotional connection",Family,the births of my children,humor,save it,add-note: post_e7bb58: contains misinformation,"add-note: post-29054b: article contains misinformation
add-note: post-6900e8: article contains misinformation"
3/5/2025 0:36:38,677071eec77c21b82249b9e8@email.prolific.com,45-54,Female,No Religion,White or Caucasian,Technical/community college,English,Suburban,"$40,000 - $49,999",Liberal,Work,Compassion,Introverted,Awkward,pc gaming,2,"Trust, Shared experiences",Financial stability,traveling with friends to amazing concerts & cities,trust,put it toward a new bed frame,share:  post-a41a79,add-note: post-735100 misinformation in fact check 
3/5/2025 0:38:07,6744b1789445aeafc442fa42,35-44,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$50,000 - $59,999",Very conservative,Spending time with family,Independence,Thoughtful,Neutral,Reading books,2,"Trust, Emotional connection",Financial stability,My Family and my children's education.,I value in my friends HONEST.,Donate cancer children's and stock market,"Vaccines have been proven effective in reducing severe illness, hospitalization, and death from the Omicron variant.","value-trait: friend's: honesty
appreciate-support: friends: always being there during tought times
create-bond: friends: sharing personal experiences
build-trust: friendship: open and genuine conversation"
3/5/2025 0:40:51,67007d655b10fbe2d93c3508,35-44,Male,No Religion,White or Caucasian,Technical/community college,English,Suburban,"$10,000 - $19,999",Liberal,Relaxing by yourself,Compassion,Outgoing,Reserved,Playing with my dog,7,"Trust, Loyalty",Financial stability,getting out of prison,honesty,try to save it,I'm not doing all of that!,NO
3/5/2025 0:40:57,65be937e8c2d66eb61e16520,35-44,Male,Spiritual but not religious,White/Hispanic,High school diploma/A-levels,English,Suburban,"Less than $10,000",Very liberal,Spending time with family,Compassion,Thoughtful,Neutral,Video Games or Reading,3,"Trust, Fun",Personal development,My Mother's marriage to my Step-father.,kindness,Save it,"ignore
ignore
ignore
ignore
ignore
ignore
ignore
like-post: post-3b6b25
share-post: post-3b6b25
comment-post: post-3b6b25: Thanks for the heads up!  Missed the last one and I wanted to watch season 2 of Severance.
ignore
add-note: post-e7bb58: Vaccines and boosters are effective against the omicron variant. (Then I would look up a resource and post the link).","ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
add-note: post-29054b: This is incorrect and based on a tweet comparing the vote count in 2020 with the number of registered voters from 2018. Source: https://www.snopes.com/fact-check/wisconsin-more-votes-than-voters/
ignore until...
add-note: post_id: post-6900e8: The Covid vaccine is not considered experimental.  Life insurance will of course pay out for someone's death in this case.  (Then I'd provide links and probably write a bunch more stuff because this is so stupid and wide-reaching that it is hard what not to find wrong with it.  You are just honestly not paying me enough to do this when I know it's a fake post that no one is going to see)
ignore
"
3/5/2025 0:43:25,6738fb6675428cd9a4c052f8,45-54,Male,Islam,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$20,000 - $29,999",Liberal,Work,Integrity,Thoughtful,Reserved,Reading,1,"Trust, Loyalty",Career growth,Graduating from college and starting my career.,Honesty,I’d use it for a fun night out with friends or family.,"like-post: post-3fa5ef

like-post: post-a02de3

comment-post: post-9e09d3: 2024 had some amazing gadget reviews! Can’t wait to see the next wave of innovations.

add-note: post-c31764: This post incorrectly blames Democratic digital strategies. The problem was insufficient targeted messaging and failing to engage niche audiences like Republicans did.

ignore: post-6be7d0

ignore: post-a41a79

like-post: post-b50e43

comment-post: post-3b6b25: Free Apple TV Plus this weekend! Great chance to catch up on Severance.

add-note: post-e7bb58: The statement about COVID-19 vaccines being ineffective against Omicron is false. Vaccines continue to provide protection against this variant according to health experts.","like-post: post-ddbcb2

like-post: post-1718ae

comment-post: post-0e91a2: It’s great that the government is pushing for more educational 

content for children online. High-quality programming is essential!

share-post: post-cca0c0

like-post: post-c890f0

like-post: post-7d2e8b

comment-post: post-f7530f: Hopefully, the situation at Gatwick improves soon! Let’s hope 
the weather clears up.

like-post: post-950c89

add-note: post-29054b: This is incorrect. The vote count in Wisconsin was due to late voter registrations and other legal processes that don’t constitute fraud.

ignore: post-735100

like-post: post-eda706

like-post: post-9b758b

share-post: post-ccb7b4

comment-post: post-21477d: Kudos to Sadiq Khan and Emily Thornberry for their well-deserved honors!

comment-post: post-bd8ac4: Carter’s diplomatic role with China was pivotal for reshaping international relations.

like-post: post-66bc98

ignore: post-5de5ff

add-note: post-6900e8: This statement is false. Life insurance policies do not refuse claims because of the COVID-19 vaccine.

comment-post: post-33e715: Wallace & Gromit always delivers joy! Can’t wait to see how Netflix adapts their humor."
3/5/2025 0:43:34,5f233e697cbaef0e3868725a,35-44,Male,No Religion,White or Caucasian,Secondary education (e.g. GED/GCSE),English,Suburban,"$50,000 - $59,999",Conservative,Work,Compassion,Thoughtful,Reserved,Fishing,5,"Trust, Fun",Family,The most meaningful events in my life have been having a son and starting my own business.,I value trust the most in friends.,I would invest it.,"like: post-3b6b25
share: post-3b6b25
like-post: post-9e09d3
share-post: post-9e09d3
like-post: post-e7bb58
comment-post: post-6be7d0: I don't think they are dangerous.","like-post: post-9b758b
share-post: post-9b758b
add-note: post-6900e8: I don't think is correct."
3/5/2025 0:45:16,66046ee084b12b781cb49495,25-34,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,"$10,000 - $19,999",Very liberal,Hobbies,Compassion,Introverted,Reserved,video games,6,"Trust, Loyalty, Emotional connection",Personal development,bonding with my nephew,kindness,save it,like-post: post-9e09d3,like-post: post-ddbcb2
3/5/2025 0:45:31,6054e5f7c1931593649b158f,18-24,Male,No Religion,Asian,High school diploma/A-levels,English,Suburban,"Less than $10,000",Very liberal,Relaxing by yourself,Integrity,Extroverted,"Reserved, Awkward",Listening to music,3,"Fun, Emotional connection",Financial stability,School,Being able to have fun together,Save it ,ignore,ignore
3/5/2025 0:46:02,670218c2b67aa153fd9164fb,35-44,Male,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$30,000 - $39,999",Very conservative,Work,Independence,Thoughtful,Friendly,movies,3,"Fun, Intellectual connection",Career growth,Walking away from the totalitarian Democrat party and standing on my own two feet as an individual who decides what he thinks for himself.,Laughter,Save it.,"like-post: post_id: post-8b9e63
comment-post: post_id: post-8b9e63: I have purchased a few different TVs and out of all of them, the Samsung TV has the best picture quality.  I think Samsung is a great quality brand.","like-post: post-eda706 
comment-post: post-eda706: I have had a lot of good experiences with the Samsung brand, which I believe to be very high quality.
comment-post: post-0e91a2: Bill Clinton killed the Saturday morning cartoon with his educational standards."
3/5/2025 0:46:30,590eb4006d77630001d3a28a,25-34,Female,No Religion,White or Caucasian,Technical/community college,English,Suburban,"Less than $10,000",Very liberal,Hobbies,Compassion,Introverted,Reserved,Playing games,1,"Loyalty, Shared experiences",Personal development,Probably my mom getting cancer.,I like it when we have things in common.,I would probably buy myself something.,ignore,ignore
3/5/2025 0:47:16,678a34ea946cde7b03699178,45-54,Female,Spiritual but not religious,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$80,000 - $89,999",Very liberal,Relaxing by yourself,"Integrity, Compassion, Independence",Extroverted,Friendly,travel,5,"Trust, Loyalty, Intellectual connection, Emotional connection",Personal development,being caregiver to my father,authenticity,put it towards a trip,"comment-post_id: post-6be7d0: DANGEROUS! Elon Musk and Donald Trump are dangerous jackasses.
comment-post_id: post-e7bb58: Why risk it? How do you know which variant you're going to catch. Vaccination decreases severity of COVID 19 and decreases the liklihood of complications, including Long Covid.","add-note: post_id: post-6900e8 : That's not true. Fact check it!
comment-post:post_id: post-bd8ac4 : Jimmy is an OG and a legend. He lived a GOOD life as a GOOD man.
comment-post:post_id: post-29054b : I'm skeptical of that information. I need to see the facts."
3/5/2025 0:47:26,678e105cad94a580e7a4a432,25-34,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$30,000 - $39,999",Very conservative,Spending time with family,Compassion,Outgoing,Friendly,Family time,4,"Trust, Loyalty",Family,Children ,Loyalty,Buy some clothing,Action ,Liked
3/5/2025 0:47:34,66c5fd9cd88ff2690f682cec,55-64,Female,Spiritual but not religious,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$20,000 - $29,999",Very liberal,Work,Integrity,Outgoing,Friendly,Making Minny Ears to wear to Walt Disney World,3,Trust,Financial stability,The birth of my children,honesty,Spend it on a Loungefly Disney backpack,ignore ,"Like:post_id: post-bd8ac4
ignore the rest"
3/5/2025 0:48:48,676669b707b1484c46e779fb,45-54,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$90,000 - $99,999",Liberal,Work,Independence,Analytical,Reserved,Research,3,"Trust, Intellectual connection",Financial stability,Adopting a kid,Intelligence ,Dinner,Ignore,Ignore
3/5/2025 0:48:58,67843a0d463e42f7f8fe1054,18-24,Female,Christianity,Black or African American,Secondary education (e.g. GED/GCSE),English,Suburban,"$60,000 - $69,999",Moderate,Relaxing by yourself,Compassion,Introverted,"Reserved, Awkward",Video Editing ,1,"Trust, Emotional connection",Personal development,Spending time with my nieces.,Being there through hard times and good times, Buy something for my family.,"like: post-6be7d0
share: post-a41a79
comment: post-b50e43 : i want to buy this!
add-note: post-e7bb58 : this post contains misinformation and false claims.","like: post-735100
share: post-c84e51
comment: post-eda706 : i like this ad because it’s relatable.
add-note: post-29054b : this contains misinformation and false claims."
3/5/2025 0:49:02,662bfe3478204b677cc2ad6b,35-44,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$10,000 - $19,999",Very liberal,Relaxing by yourself,Integrity,Introverted,Reserved,sleeping,7,"Loyalty, Intellectual connection",staying alive,Moving overseas ,loyalty,spend it,like-post: post-c31764  ,like-post: post-33e715
3/5/2025 0:51:47,657f5cb338e31904b66cd970,45-54,Female,No Religion,White or Caucasian,High school diploma/A-levels,English,Rural,"$10,000 - $19,999",Conservative,Spending time with family,"Compassion, Ambition, Independence","Introverted, Thoughtful","Reserved, Awkward",doing surveys or playing bingo,atleast 12 in my lifetime,"Trust, Loyalty, Intellectual connection, Emotional connection",Financial stability,having my 2 kids,honesty,buy groceries,"this is extremely confusing to me
like post :e7bb58, post_id: post-3fa5ef I think is a waste of space and ridiculous, post_id: post-a02de3 thank god something has gone down in price, just still not a great time to buy luxury goods. post_id: post-3b6b25  awesome for them to do this.","post_id: post-1718ae this is crazy to me, post_id: post-6900e8  I think life insurance should cover everything except suicide!, post_id: post-29054b  this is crazy and I hate hearing these things and never sure if i believe them, post_id: post-c84e51  crazy and how stupid of him, "
3/5/2025 0:52:11,6314c1e76c3f71e2127f1976,35-44,Male,Spiritual but not religious,White or Caucasian,Secondary education (e.g. GED/GCSE),English,Urban,"Less than $10,000","I do not vote, because it would make no difference.",Exercising / working out,"Integrity, Compassion, Ambition, Independence, Family",Introverted,"Confident, Friendly, Reserved, Neutral",Playing Video Games,5+,"Trust, Loyalty",Financial stability,Miracle after Miracle,Trust,Invest it on a UFC fighter this weekend. (I am 95% accurate in this spot) So you can't get better odds than that at -105,"ignore-post-3fa5ef,",-ignore
3/5/2025 0:52:19,5e7b58cdb706bb1489647f8c,55-64,Female,No Religion,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$100,000 - $149,999",Conservative,Work,Compassion,Extroverted,Friendly,horse training,35,Loyalty,Family,Travel,Honesty,Buy yarn,"like-post: post-e7bb58
share-post: post-e7bb58
comment-post: post-e7bb58: I said so all along.",I don't understand this survey.
3/5/2025 0:53:21,647fe69be349b78b571ecedd,55-64,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Very liberal,Work,Compassion,Thoughtful,Reserved,walking,9,"Trust, Intellectual connection",Financial stability,the birth of my twins,honesty,put half each in my twins’ 529 college accounts,I would ignore all posts. I don’t do spend a lot of time on social media anyway.,I would ignore all of these posts.
3/5/2025 0:54:19,67a8dc830a549478cd3616f5,25-34,Male,Islam,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Conservative,Work,"Integrity, Compassion, Ambition, Independence, Community","Thoughtful, Analytical","Confident, Friendly, Reserved",Hitting the Gym,3,"Trust, Intellectual connection",Family,My Wedding,Trust,Donate it,"action: ""like"" : ""post-3fa5ef""
action: ""like"" : ""post-a02de3""
action: ""share"" : ""post-9e09d3""
action: ""comment"" : ""post-c31764"" : ""This is a very interesting analysis on the digital landscape
action: ""comment"" : ""post-6be7d0"" : ""A must-read! The internet's complexities are mind-boggling.
action: ""add-note"" : ""post-e7bb58"" : ""Fact-check needed: COVID-19 vaccines and boosters have shown effectiveness against Omicron variant.""
action: ""ignore"" : ""post-8b9e63""
action: ""share"" : ""post-a41a79""
action: ""like"" : ""post-b50e43""
action: ""comment"" : ""post-3b6b25"" : ""Nice to see Apple giving some free access. Great timing","action: ""like"" : ""post-ddbcb2""
action: ""share"" : ""post-1718ae""
action: ""comment"" : ""post-0e91a2"" : ""Children's education should be a priority, especially on platforms like YouTube.""
action: ""ignore"" : ""post-cca0c0""
action: ""add-note"" : ""post-c890f0"" : ""Paddy Hill was a victim of miscarriage of justice, rest in peace.""
action: ""like"" : ""post-7d2e8b""
action: ""comment"" : ""post-f7530f"" : ""Hope the situation at Gatwick resolves soon!""
action: ""share"" : ""post-950c89""
action: ""ignore"" : ""post-29054b"
3/5/2025 0:55:57,672e4755b075b7e20e6e78ad,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$30,000 - $39,999",Very conservative,Spending time with family,"Integrity, Ambition, Independence",Analytical,Neutral,Watching movies with friends and family,2,"Trust, Intellectual connection",Career growth,My first baby birth day,Trust,Buying gift for my children.,"post_id: post-3b6b25 
post_id: post-a41a79
post_id: post-3fa5ef",post_id: post-66bc98
3/5/2025 0:56:11,58c5455ac7ed3f000116d32c,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$60,000 - $69,999",Very liberal,Work,"Compassion, Independence, Community","Extroverted, Thoughtful, Outgoing","Confident, Friendly",Cooking,2,"Trust, Shared experiences",Career growth,One of the most meaningful events in my life was having my first child last year,sharing,I would buy a gift for my son,"like-post: post-a02de3
share-post: post-3b6b25
comment-post: post-8b9e63: Great deal on the Galaxy Buds3 Pro! Perfect timing for anyone looking to upgrade their earbuds.
add-note: post-c31764: The claim about the Democratic party's influencer outreach could use more context, as multiple factors influence engagement.","like-post: post-ddbcb2
share-post: post-7d2e8
comment-post: post-6900e8: This claim about life insurance policies and COVID-19 vaccines is misleading. Insurance companies do not have blanket policies excluding COVID-related deaths. Please verify with your provider for accurate details.
add-note: post-29054b: This claim about Wisconsin having more votes than registered voters in the 2020 election lacks substantial evidence and is not supported by official sources. "
3/5/2025 0:56:19,674934b4b6bd253249a72d63,45-54,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"More than $150,000",Conservative,Work,Integrity,Outgoing,Friendly,Collecting Cars,4,"Trust, Loyalty",Financial stability,Getting married,Loyalty,Save it,Like-post: post_id: post-b50e43 --Share post: post_id: post-6be7d0 - comment-post: post_id: post-6be7d0: I disagree! -----add-note post_id: post-c31764 - this is not factual,Like -post - post_id: post-bd8ac4  ---- Share-post: post_id: post-eda706 -----Comment-post:post_id: post-6900e8 - I don't believe this post ----add-note post_id: post-9b758b: This is sad if true
3/5/2025 0:59:22,65bff5ce2c3df3a5127fa462,18-24,Male,No Religion,Asian,Undergraduate degree (BA/BSc/other),Mandarin Chinese,Suburban,"Less than $10,000",Conservative,Relaxing by yourself,Integrity,"Introverted, Thoughtful","Friendly, Reserved",Watching sports,2,"Trust, Shared experiences",Career growth,My high school graduation when I saw many of my friends for the last time and I spent good time with family celebrating.,Trust,Buy some new clothes ,"like-post: post-c31764
share-post: post-3fa5ef
like-post: post-a41a79
share-post: post-e7bb58","like-post: post-1718ae
like-post: post-c84e51 
share-post: post-29054b
like-post: post-9b758b
share-post: post-9b758b
like-post: post-5de5ff "
3/5/2025 0:59:32,67aad067b49c4688a6459b1b,35-44,Male,Islam,Black or African American,High school diploma/A-levels,English,Urban,"$70,000 - $79,999",Moderate,Relaxing by yourself,"Integrity, Ambition, Independence","Extroverted, Thoughtful, Outgoing","Confident, Friendly",trading,5,"Trust, Loyalty",Financial stability,my son's birth,loyalty,invest it, like: post_id: post-a41a79,share: post_id: post-c890f0 
3/5/2025 0:59:49,5b20c5e04c72120001f25dda,35-44,Male,Christianity,Hispanic or Latino,Technical/community college,Spanish,Suburban,"Less than $10,000",Moderate,Hobbies,"Integrity, Compassion, Ambition, Independence, Community","Introverted, Thoughtful","Friendly, Reserved, Neutral, Awkward",video games,4,"Loyalty, Emotional connection",Financial stability,I don't know,loyalty,video game,like-post_id: post-b50e43,like-post: post_id: post-bd8ac4 
3/5/2025 1:00:32,6673ad6b8abf0e0b25ea3131,55-64,Female,Jewish,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,Rather not say,Very liberal,Work,Integrity,Thoughtful,Friendly,bicycling,5,"Trust, Emotional connection",Financial stability,living in Germany,down to earth,blow it,"post_id: post-6be7d0  angry, no sharing, comment about fascists","post_id: post-c84e51 
 care, no share, comment grateful for helpers"
3/5/2025 1:01:53,671912820d4a64051a764936,45-54,Male,No Religion,Black or African American,High school diploma/A-levels,English,Suburban,"Less than $10,000",Very liberal,Work,Compassion,Extroverted,"Friendly, Reserved",Gaming ,5,"Trust, Intellectual connection",Financial stability,The loss of my father,Honesty,Put in a savings account or some kind of investment,add-note: post-e7bb58: this article contains misinformation,Like-post: post-bd8ac4
